,Ticker,Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,CategoryName,SponsorId,SponsorName,IsManagedDistribution,Price,PriceChange,NAV,NAVPublished,Cusip,Name,LastUpdated,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
10,AOD,-14.78,7.03,8.25,0.0575,13.86,5,Morningstar US CEF Global Equity,1,abrdn Inc.,TRUE,8.36,-0.07,9.81,2024-06-20T00:00:00,00326L100,abrdn Total Dynamic Dividend,2024-06-20T00:00:00,XAODX,Equity-Global Equity,4.53,881.403,,Monthly,-0.14805,0.0575,20,,,,1.19,,1083.33,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,2.44,1.29,9.41,9.63,4.77,5.66,,,13.02,2895440,,,,,,,7.98981,-14.7821,0,0.55,0.83,2024-06-20T00:00:00,2007-01-26T00:00:00,1/26/2007,1169769600,2024-06-21T00:00:00
11,ADX,-9.67,0.84,0.93,0.05,29.73,10,Morningstar US CEF US Equity,2,Adams Diversified Equity Fund Inc,FALSE,21.48,0.07,23.78,2024-06-20T00:00:00,6212104,Adams Diversified Equity Fund,2024-06-20T00:00:00,XADEX,Equity-U.S. Equity,0,2664.63,,Quarterly,0.09431,0.05,10,,,,0.61,,2949.949,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,9.29,12.23,15.04,16.91,11.83,16.01,,,39.79,1656090,,,,,,,18.05817,-14.09109,3.62,1.88,2.73,2024-06-20T00:00:00,1929-10-01T00:00:00,10/1/1929,-1270252800,2024-05-16T00:00:00
12,PEO,-14.29,1.5,1.75,0.1,25.43,8,Morningstar US CEF Sector Equity,3,Adams Natural Resources Fund Inc,FALSE,22.91,0.07,26.73,2024-06-20T00:00:00,00548F105,Adams Natural Resources Fund,2024-06-20T00:00:00,XPEOX,Equity-Sector Equity,0.7,584.343,,Quarterly,0.33021,0.1,15,,,,0.64,,681.776,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,21.1,21.79,14.83,16.52,11.68,15.63,,,29.86,405120,,,,,,,22.00117,-15.61578,1.17,0.88,1.41,2024-06-20T00:00:00,1929-01-30T00:00:00,1/30/1929,-1291334400,2024-05-16T00:00:00
13,AVK,-3.98,11.66,12.15,0.1172,13,11,Morningstar US CEF Convertibles,56,Guggenheim Investments Asset Management,FALSE,11.58,-0.12,12.06,2024-06-20T00:00:00,00764C109,Advent Convertible & Income Fund,2024-06-20T00:00:00,XAVKX,Fixed Income - Taxable-Convertibles,45.55,400.596,,Monthly,0.20615,0.1172,25,4.0313,,,5.73,,766.223,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-4.42,-3.17,5.68,8.57,0.39,9.99,,,22.3,1108170,,,99.8507,,,,11.31218,-7.07943,0.92,-0.38,0.29,2024-06-20T00:00:00,2003-04-29T00:00:00,4/29/2003,1051574400,2024-06-14T00:00:00
14,AWF,-4.24,7.09,7.4,0.0655,14.16,14,Morningstar US CEF High Yield,4,AllianceBernstein L.P.,FALSE,10.62,0.04,11.09,2024-06-20T00:00:00,01879R106,AllianceBernstein Global High Income,2024-06-20T00:00:00,XAWFX,Fixed Income - Taxable-High Yield,1.3,915.759,,Monthly,0.39081,0.0655,15,6.6963,,5.92,1.05,,968.852,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,2.17,3.71,3.89,6.21,2.26,8.91,,,20.21,1817110,,,93.2106,,,,10.08904,-6.98913,1.7,0.7,1.19,2024-06-20T00:00:00,1993-07-28T00:00:00,7/28/1993,743817600,2024-05-02T00:00:00
15,AFB,-12.06,3.11,3.54,0.03266,2.94,21,Morningstar US CEF Municipal,4,AllianceBernstein L.P.,FALSE,11.08,-0.02,12.6,2024-06-20T00:00:00,01864U106,AllianceBernstein National Mun Inc,2024-06-20T00:00:00,XAFBX,Fixed Income - Municipal-Municipal,39.04,318.494,,Monthly,0.1916,0.03266,15,4.8334,11.52,11.04,3.8,,594.164,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,-4.46,-6.61,-0.5,0.01,-3.37,0.59,,,7.45,729730,,2.46,101.0049,,14.58,8.91,10.48292,-14.15875,1.66,1.11,1.59,2024-06-20T00:00:00,2002-01-28T00:00:00,1/28/2002,1012176000,2024-05-02T00:00:00
16,NFJ,-13.91,7.99,9.28,0.28,13.84,3,Morningstar US CEF Covered Call,101,"Virtus Investment Advisers, Inc.",TRUE,12.07,-0.09,14.02,2024-06-20T00:00:00,92840R101,AllianzGI Div Interest & Prem Common,2024-06-20T00:00:00,XNFJX,Equity-Covered-Call Funds,,1144.255,0,Quarterly,0.10333,0.28,25,,,,0.96,,1329.118,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,2.71,2.01,8.41,8.65,0.13,-0.57,,,14.84,2020950,,,,,,,12.07527,-14.55166,0.7,0.87,0.48,2024-06-20T00:00:00,2005-02-28T00:00:00,2/28/2005,1109548800,2024-06-13T00:00:00
17,EOD,-14.16,7.98,9.29,0.1113,29.2,5,Morningstar US CEF Global Equity,5,Allspring Global Investments,FALSE,4.79,-0.02,5.58,2024-06-20T00:00:00,94987C103,Allspring Global Dividend Opp Fd,2024-06-20T00:00:00,XEODX,Equity-Global Equity,16.45,207.136,,Quarterly,0.07469,0.1113,20,6.7965,,,2.98,,288.798,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,6.25,4.04,9.32,8.81,13,13.47,,,29.18,1104750,,,,,,,4.39598,-13.05258,-0.63,-0.2,-0.29,2024-06-20T00:00:00,2007-03-28T00:00:00,3/28/2007,1175040000,2024-06-13T00:00:00
18,EAD,-8.15,8.61,9.38,0.05197,12.12,14,Morningstar US CEF High Yield,5,Allspring Global Investments,FALSE,6.65,0.01,7.24,2024-06-20T00:00:00,94987B105,Allspring Inc Opp,2024-06-20T00:00:00,XEADX,Fixed Income - Taxable-High Yield,30.54,394.798,,Monthly,0.22505,0.05197,15,6.8041,,,2.74,,618.825,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,0.53,-0.38,4.32,5.71,1.51,4.47,,,16.53,1969770,,,95.9586,,4.9,3.38,6.41008,-10.42531,1.48,1.66,1.3,2024-06-20T00:00:00,2003-02-28T00:00:00,2/28/2003,1046390400,2024-06-13T00:00:00
19,ERC,-9.84,8,8.87,0.06572,11.14,16,Morningstar US CEF Limited Duration,5,Allspring Global Investments,FALSE,8.89,-0.07,9.86,2024-06-20T00:00:00,94987D101,Allspring Multi-Sec Inc,2024-06-20T00:00:00,XERCX,Fixed Income - Taxable-Limited Duration,30.07,249.509,,Monthly,0.34315,0.06572,20,6.6057,0,4.7,3.4,,395.734,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,0.05,-2.49,3.15,3.09,0.77,-0.81,,,11.39,646960,,,95.3555,,,,9.24404,-6.43952,-1.7,-1.12,-1.49,2024-06-20T00:00:00,2003-06-25T00:00:00,6/25/2003,1056499200,2024-06-13T00:00:00
20,ERH,-12.96,6.65,7.63,0.06197,13.6,26,Morningstar US CEF US Allocation,5,Allspring Global Investments,FALSE,9.74,0.05,11.19,2024-06-20T00:00:00,9.50E+113,Allspring Util & High In,2024-06-20T00:00:00,XERHX,Hybrid-U.S. Allocation,22.58,89.508,,Monthly,0.19261,0.06197,20,6.8173,,,2.45,,132.834,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,3.78,-3.7,5.84,2.96,12.26,12.53,,,9.37,255790,,,96.0117,,4.44,3.38,9.35463,-12.0969,-0.37,0.16,0.06,2024-06-20T00:00:00,2004-04-30T00:00:00,4/30/2004,1083283200,2024-06-13T00:00:00
21,FINS,-11.72,9.52,10.78,0.109,10.3,26,Morningstar US CEF US Allocation,8,Angel Oak,FALSE,12.13,-0.02,13.74,2024-06-20T00:00:00,03464A100,Angel Oak Financial Strats Income Term,2024-06-20T00:00:00,XFINX,Hybrid-U.S. Allocation,28.8,304.01,,Monthly,0.35205,0.109,20,5.836,,,3.92,,483.648,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,-2.34,-3.77,0.08,-1.26,4.87,9.44,,,18.07,545770,,,93.0872,,5.07,,12.11177,-11.70258,-0.01,-3.41,-0.79,2024-06-20T00:00:00,2019-05-29T00:00:00,5/29/2019,1559088000,2024-06-14T00:00:00
22,AFT,-0.43,11.2,11.25,0.14,15,19,Morningstar US CEF Senior Loans,9,"Apollo Credit Management, LLC",FALSE,14.93,0.26,14.9948,2024-06-20T00:00:00,37636107,Apollo Senior Floating Rate Fund,2024-06-20T00:00:00,XAFTX,Fixed Income - Taxable-Senior Loans,35.74,232.513,,Monthly,0.81222,0.14,20,7.5899,,,5.99,,363.423,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,5.14,8.05,5.26,8.69,3.97,16.41,,,33.18,876860,,,,,,,13.65776,-9.10356,2.09,1.44,1.61,2024-06-20T00:00:00,2011-02-23T00:00:00,2/23/2011,1298419200,2024-06-21T00:00:00
23,AIF,0.59,11.62,11.55,0.144,16.72,14,Morningstar US CEF High Yield,9,"Apollo Credit Management, LLC",FALSE,14.96,0.05,14.8728,2024-06-20T00:00:00,37638103,Apollo Tactical Income Fund Inc.,2024-06-20T00:00:00,XAIFX,Fixed Income - Taxable-High Yield,35.98,216.437,,Monthly,0.83279,0.144,20,7.8774,,,6.17,,336.124,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,5.12,8.7,5.7,9.42,4.89,9.7,,,35.25,1156160,,,81.9729,,,,13.75427,-6.63163,1.47,1.55,1.19,2024-06-20T00:00:00,2013-02-25T00:00:00,2/25/2013,1361750400,2024-06-21T00:00:00
24,ARDC,0.34,9.53,9.5,0.1175,19.09,19,Morningstar US CEF Senior Loans,10,Ares Capital Corp,FALSE,14.84,0.14,14.79,2024-06-20T00:00:00,04014F102,Ares Dynamic Credit Allocation Fund,2024-06-20T00:00:00,XADCX,Fixed Income - Taxable-Senior Loans,32.44,340.059,,Monthly,0.78935,0.1175,20,7.8443,,,5,,501.614,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,4.73,6.95,5.44,8.96,5.62,10.14,,,36.96,971630,,,,,40.42,,13.30849,-7.07493,2.2,1.82,2.11,2024-06-20T00:00:00,2012-11-27T00:00:00,11/27/2012,1353974400,2024-06-21T00:00:00
25,BANX,-12.68,8.27,9.47,0.45,12.91,8,Morningstar US CEF Sector Equity,11,"ArrowMark Asset Management, LLC",FALSE,19,1,21.76,2024-05-31T00:00:00,861780104,ArrowMark Financial Corp,2024-06-20T00:00:00,XBANX,Equity-Sector Equity,22.53,135.137,,Quarterly,1.39126,0.45,25,14.1578,,,6.67,,199.767,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,8.8,3.46,7.8,3.32,3.71,1.76,,,22.57,157800,,,101.2946,,,,17.74141,-17.22744,1.19,0.77,0.72,2024-06-20T00:00:00,2013-11-07T00:00:00,11/7/2013,1383782400,2024-06-21T00:00:00
26,ASA,-13.84,0.2,0.23,0.02,18.1,8,Morningstar US CEF Sector Equity,12,ASA,FALSE,17.56,0.29,20.38,2024-06-20T00:00:00,G3156P103,ASA Gold and Precious Metals Limited,2024-06-20T00:00:00,XASAX,Equity-Sector Equity,,338.731,,Semi-Annually,-0.01869,0.02,28,8,,,1,,393.128,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,-9.08,-8.76,12.63,13.33,20.51,22.25,,,17.13,632960,,,,,,,15.22021,-14.24304,0.24,0.2,0.27,2024-06-20T00:00:00,1958-09-23T00:00:00,9/23/1958,-355795200,2024-05-03T00:00:00
27,BCV,-13.02,7.18,8.26,0.32,1.94,11,Morningstar US CEF Convertibles,54,Gabelli Funds LLC,FALSE,15.5,0.23,17.82,2024-06-20T00:00:00,59695106,Bancroft Fund,2024-06-20T00:00:00,XBCVX,Fixed Income - Taxable-Convertibles,22.15,91.011,,Quarterly,0.13616,0.32,25,1.8062,,,1.59,,134.407,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,-8.77,-12.53,3.69,3.88,0.42,0.02,,,4.23,195840,,,,,21.12,,15.80827,-14.74372,1.54,2.01,2.15,2024-06-20T00:00:00,1971-10-04T00:00:00,10/4/1971,55382400,2024-06-12T00:00:00
28,MCI,12.03,9.52,8.5,0.39,8.35,14,Morningstar US CEF High Yield,13,Barings LLC,FALSE,18.35,0.22,16.77,2023-12-29T00:00:00,06759X107,Barings Corporate Investors,2024-06-20T00:00:00,XMCIX,Fixed Income - Taxable-High Yield,11.29,372.48,,Quarterly,0.84821,0.39,25,7.782,,,1.65,,374.804,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,9.5,13.72,9.28,10.75,0,-3.77,,,33.82,402980,,,92.3472,,,,16.91467,1.22698,1.4,1.81,1.44,2024-06-20T00:00:00,1971-09-01T00:00:00,9/1/1971,52531200,2024-05-30T00:00:00
29,BGH,-9.11,8.02,8.82,0.1056,20.59,14,Morningstar US CEF High Yield,13,Barings LLC,FALSE,14.36,-0.08,15.8,2024-06-20T00:00:00,06760L100,Barings Global Short Duration High Yield,2024-06-20T00:00:00,XBGHX,Fixed Income - Taxable-High Yield,25.67,288.124,,Monthly,0.70211,0.1056,25,8.8787,,,3.95,,426.516,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,4.69,4.25,5.42,5.43,6.85,9.62,,,24.09,631070,,,97.4777,,,,13.53679,-10.36403,0.84,0.65,0.51,2024-06-20T00:00:00,2012-10-25T00:00:00,10/25/2012,1351123200,2024-06-20T00:00:00
30,MPV,9.37,9.57,8.75,0.36,8.49,14,Morningstar US CEF High Yield,13,Barings LLC,FALSE,16.46,1.28,15.41,2023-12-29T00:00:00,06761A103,Barings Participation Invs,2024-06-20T00:00:00,XMPVX,Fixed Income - Taxable-High Yield,11.89,174.845,,Quarterly,0.7852,0.36,10,7.7819,,,1.56,,181.441,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,9.75,12.19,9.67,6.57,0,0.61,,,36.56,219890,,,92.2129,,,,14.60267,-4.8529,1.99,2.71,2.93,2024-06-20T00:00:00,1988-10-06T00:00:00,10/6/1988,592099200,2024-05-30T00:00:00
31,BXSY,-37.67,5.06,8.12,0.25,31.64,26,Morningstar US CEF US Allocation,14,Bexil Corp,TRUE,12.31,-0.14,19.75,2024-06-20T00:00:00,25538A204,Bexil Investment Trust,2024-06-20T00:00:00,XBXIX,Hybrid-U.S. Allocation,8.88,157.806,,Quarterly,0.03656,0.25,15,8.159,,,2.13,,277.846,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,6.75,5.67,14.37,13.12,8.17,10.85,,,34.13,223040,,,,,2.7,,11.80377,-35.71732,-1.12,-0.25,-0.62,2024-06-20T00:00:00,1998-06-29T00:00:00,6/29/1998,899078400,2024-06-17T00:00:00
32,BMN,-6.22,4.32,4.6,0.09375,5.23,21,Morningstar US CEF Municipal,15,BlackRock,FALSE,24.44,-0.05,26.06,2024-06-20T00:00:00,09262G108,BlackRock 2037 Municipal Target term,2024-06-20T00:00:00,XBMNX,Fixed Income - Municipal-Municipal,7.15,150.249,,Monthly,0.52392,0.09375,25,,,,0.72,,172.543,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,,,,,-0.16,4.1,,,1.78,272920,13.55,,102.5812,,6.61,6.12,23.95202,-6.37093,0.08,0.07,0.73,2024-06-20T00:00:00,2022-10-28T00:00:00,10/28/2022,1666915200,2024-06-14T00:00:00
33,BFZ,-7.33,5.52,5.95,0.059,3.25,22,Morningstar US CEF Municipal-CA,15,BlackRock,FALSE,11.89,-0.06,12.83,2024-06-20T00:00:00,9.25E+105,BlackRock CA Municipal Income,2024-06-20T00:00:00,XBFZX,Fixed Income - Municipal-Municipal - CA,34.86,357.457,0.002,Monthly,0.20462,0.059,15,4.6519,,,2.95,,592.157,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-4.07,-3.74,0.11,1.48,-2.19,-1.88,,,4.82,724680,3.54,,103.5556,,12.42,,11.42256,-10.37835,1.6,1.2,1.74,2024-06-20T00:00:00,2001-07-27T00:00:00,7/27/2001,996192000,2024-06-14T00:00:00
34,BCAT,-9.65,19.45,21.53,0.28539,13.93,26,Morningstar US CEF US Allocation,15,BlackRock,TRUE,15.91,-0.17,17.61,2024-06-20T00:00:00,09260U109,BlackRock Capital Allocation Term Trust,2024-06-20T00:00:00,XCATX,Hybrid-U.S. Allocation,5.18,1709.717,,Monthly,0.25042,0.28539,20,,,,1.39,,1892.403,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,0.58,0.14,,,6.36,15.07,,,23.67,3135930,,,,,,,15.24969,-11.33481,0.83,-0.46,0.23,2024-06-20T00:00:00,2020-09-28T00:00:00,9/28/2020,1601251200,2024-06-14T00:00:00
35,BHK,0.85,8.43,8.36,0.0746,4.04,15,Morningstar US CEF Investment Grade,15,BlackRock,TRUE,10.71,-0.06,10.62,2024-06-20T00:00:00,9.25E+104,BlackRock Core Bond,2024-06-20T00:00:00,XBHKX,Fixed Income - Taxable-Investment Grade,33.8,578.455,-0.051,Monthly,0.28706,0.0746,15,5.56,,,3.69,,866.402,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-5.91,-5.82,-0.03,1.97,-1.69,1.13,,,9.56,1675930,,,94.5567,,6.66,,10.43078,-1.14537,1.2,0.43,0.87,2024-06-20T00:00:00,2001-11-30T00:00:00,11/30/2001,1007078400,2024-06-14T00:00:00
36,HYT,0.52,9.75,9.7,0.0779,14.31,14,Morningstar US CEF High Yield,15,BlackRock,TRUE,9.64,0,9.59,2024-06-20T00:00:00,09255P107,BlackRock Corporate High Yield Fund,2024-06-20T00:00:00,XHYTX,Fixed Income - Taxable-High Yield,30.34,1375.627,-0.113,Monthly,0.35334,0.0779,15,7.2604,,,3.35,,1964.52,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,1.39,2.28,5.25,8.56,2.53,7.12,,,25.44,4587350,,,98.1291,,,,9.24763,-2.24623,0.93,-0.81,0.12,2024-06-20T00:00:00,2003-05-30T00:00:00,5/30/2003,1054252800,2024-06-14T00:00:00
37,BTZ,-6.11,8.91,9.49,0.0839,9.99,15,Morningstar US CEF Investment Grade,15,BlackRock,TRUE,10.61,-0.01,11.3,2024-06-20T00:00:00,92508100,BlackRock Credit Allocation Income Trust,2024-06-20T00:00:00,XBTZX,Fixed Income - Taxable-Investment Grade,35.91,990.172,-0.119,Monthly,0.33741,0.0839,25,,,,3.97,,1645.425,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-2.19,-2.93,2.93,4.79,0.63,6.76,,,13.06,2800260,,,97.1253,,,,10.24954,-8.4086,1.14,0.97,0.51,2024-06-20T00:00:00,2006-12-27T00:00:00,12/27/2006,1167177600,2024-06-14T00:00:00
