,Ticker,Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,CategoryName,SponsorId,SponsorName,IsManagedDistribution,Price,PriceChange,NAV,NAVPublished,Cusip,Name,LastUpdated,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
15,AFB,-12.77,3.11,3.56,0.03266,2.94,21,Morningstar US CEF Municipal,4,AllianceBernstein L.P.,FALSE,11,0.01,12.61,2024-06-14T00:00:00,01864U106,AllianceBernstein National Mun Inc,2024-06-14T00:00:00,XAFBX,Fixed Income - Municipal-Municipal,39.02,316.194,,Monthly,0.1916,0.03266,15,4.8334,11.52,11.04,3.8,,594.452,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,-4.46,-6.61,-0.5,0.01,-3.37,0.59,,,7.45,728200,,2.46,101.0049,,14.58,8.91,10.47481,-14.19482,1.16,0.41,0.93,2024-06-14T00:00:00,2002-01-28T00:00:00,1/28/2002,1012176000,2024-05-02T00:00:00
16,NFJ,-13.04,8.02,9.23,0.28,13.84,3,Morningstar US CEF Covered Call,101,"Virtus Investment Advisers, Inc.",TRUE,12.14,-0.01,13.96,2024-06-14T00:00:00,92840R101,AllianzGI Div Interest & Prem Common,2024-06-14T00:00:00,XNFJX,Equity-Covered-Call Funds,,1150.891,0,Quarterly,0.10333,0.28,25,,,,0.96,,1323.43,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,2.71,2.01,8.41,8.65,0.13,-0.57,,,14.84,2013560,,,,,,,12.07408,-14.57427,1.71,2.6,1.62,2024-06-14T00:00:00,2005-02-28T00:00:00,2/28/2005,1109548800,2024-06-13T00:00:00
17,EOD,-12.5,8.07,9.22,0.1113,29.2,5,Morningstar US CEF Global Equity,5,Allspring Global Investments,FALSE,4.83,-0.03,5.52,2024-06-14T00:00:00,94987C103,Allspring Global Dividend Opp Fd,2024-06-14T00:00:00,XEODX,Equity-Global Equity,16.6,208.866,,Quarterly,0.07469,0.1113,20,6.7965,,,2.98,,286.204,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,6.25,4.04,9.32,8.81,13,13.47,,,29.18,1098480,,,,,,,4.38747,-13.03106,0.3,1.89,1.89,2024-06-14T00:00:00,2007-03-28T00:00:00,3/28/2007,1175040000,2024-06-13T00:00:00
18,EAD,-8.02,8.63,9.38,0.05197,12.12,14,Morningstar US CEF High Yield,5,Allspring Global Investments,FALSE,6.65,-0.01,7.23,2024-06-14T00:00:00,94987B105,Allspring Inc Opp,2024-06-14T00:00:00,XEADX,Fixed Income - Taxable-High Yield,30.57,394.798,,Monthly,0.22505,0.05197,15,6.8041,,,2.74,,618.231,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,0.53,-0.38,4.32,5.71,1.51,4.47,,,16.53,1989270,,,95.9586,,4.9,3.38,6.40531,-10.46731,1.62,2.02,1.49,2024-06-14T00:00:00,2003-02-28T00:00:00,2/28/2003,1046390400,2024-06-13T00:00:00
19,ERC,-9.24,8.01,8.82,0.06572,11.14,16,Morningstar US CEF Limited Duration,5,Allspring Global Investments,FALSE,8.94,-0.06,9.85,2024-06-14T00:00:00,94987D101,Allspring Multi-Sec Inc,2024-06-14T00:00:00,XERCX,Fixed Income - Taxable-Limited Duration,30.09,250.913,,Monthly,0.34315,0.06572,20,6.6171,0,4.96,3.4,,395.453,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,0.05,-2.49,3.15,3.09,0.77,-0.81,,,11.39,645800,,,95.3555,,,,9.24566,-6.42661,-1.42,-0.5,-1.15,2024-06-14T00:00:00,2003-06-25T00:00:00,6/25/2003,1056499200,2024-06-13T00:00:00
20,ERH,-12.08,6.65,7.57,0.06197,13.6,26,Morningstar US CEF US Allocation,5,Allspring Global Investments,FALSE,9.83,-0.07,11.18,2024-06-14T00:00:00,9.50E+113,Allspring Util & High In,2024-06-14T00:00:00,XERHX,Hybrid-U.S. Allocation,22.6,90.336,,Monthly,0.19261,0.06197,20,6.8173,,,2.45,,132.742,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,3.78,-3.7,5.84,2.96,12.26,12.53,,,9.37,254980,,,96.0117,,4.44,3.38,9.36286,-12.04039,-0.01,0.98,1.06,2024-06-14T00:00:00,2004-04-30T00:00:00,4/30/2004,1083283200,2024-06-13T00:00:00
21,FINS,-10.75,9.56,10.71,0.109,10.3,26,Morningstar US CEF US Allocation,8,Angel Oak,FALSE,12.21,-0.15,13.68,2024-06-14T00:00:00,03464A100,Angel Oak Financial Strats Income Term,2024-06-14T00:00:00,XFINX,Hybrid-U.S. Allocation,28.89,306.015,,Monthly,0.35205,0.109,20,5.836,,,3.92,,482.144,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,-2.34,-3.77,0.08,-1.26,4.87,9.44,,,18.07,546370,,,93.0872,,5.07,,12.11108,-11.70489,0.57,-2.48,0.03,2024-06-14T00:00:00,2019-05-29T00:00:00,5/29/2019,1559088000,2024-06-14T00:00:00
22,AFT,-1.91,11.19,11.41,0.14,15,19,Morningstar US CEF Senior Loans,9,"Apollo Credit Management, LLC",FALSE,14.72,-0.03,15.0071,2024-06-14T00:00:00,37636107,Apollo Senior Floating Rate Fund,2024-06-14T00:00:00,XAFTX,Fixed Income - Taxable-Senior Loans,35.72,229.243,,Monthly,0.81222,0.14,20,7.5899,,,5.99,,363.615,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,5.14,8.05,5.26,8.69,3.97,16.41,,,33.18,871460,,,,,,,13.62478,-9.30772,1.81,0.83,1.25,2024-06-14T00:00:00,2011-02-23T00:00:00,2/23/2011,1298419200,2024-05-22T00:00:00
23,AIF,-0.29,11.63,11.66,0.144,16.72,14,Morningstar US CEF High Yield,9,"Apollo Credit Management, LLC",FALSE,14.82,0.02,14.8634,2024-06-14T00:00:00,37638103,Apollo Tactical Income Fund Inc.,2024-06-14T00:00:00,XAIFX,Fixed Income - Taxable-High Yield,36,214.412,,Monthly,0.83279,0.144,20,7.8774,,,6.17,,335.988,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,5.12,8.7,5.7,9.42,4.89,9.7,,,35.25,1151830,,,81.9729,,,,13.71664,-6.84692,1.34,1.05,0.89,2024-06-14T00:00:00,2013-02-25T00:00:00,2/25/2013,1361750400,2024-05-22T00:00:00
24,ARDC,-0.95,9.52,9.61,0.1175,19.09,19,Morningstar US CEF Senior Loans,10,Ares Capital Corp,FALSE,14.67,0.05,14.81,2024-06-14T00:00:00,04014F102,Ares Dynamic Credit Allocation Fund,2024-06-14T00:00:00,XADCX,Fixed Income - Taxable-Senior Loans,32.41,336.163,,Monthly,0.78935,0.1175,20,7.8443,,,5,,502.072,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,4.73,6.95,5.44,8.96,5.62,10.14,,,36.96,970780,,,,,40.42,,13.267,-7.26178,1.89,1.21,1.65,2024-06-14T00:00:00,2012-11-27T00:00:00,11/27/2012,1353974400,2024-05-20T00:00:00
25,BANX,-14.33,8.38,9.78,0.45,11.51,8,Morningstar US CEF Sector Equity,11,"ArrowMark Asset Management, LLC",FALSE,18.41,0.06,21.49,2024-04-30T00:00:00,861780104,ArrowMark Financial Corp,2024-06-14T00:00:00,XBANX,Equity-Sector Equity,22.74,130.94,,Quarterly,1.39126,0.45,25,14.1578,,,6.67,,197.847,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,8.35,3.46,7.53,3.32,2.42,1.76,,,22.57,157460,,,101.2946,,,,17.71926,-17.24441,0.76,-0.46,-0.29,2024-06-14T00:00:00,2013-11-07T00:00:00,11/7/2013,1383782400,2024-03-20T00:00:00
26,ASA,-13.07,0.2,0.23,0.02,18.1,8,Morningstar US CEF Sector Equity,12,ASA,FALSE,17.3,0.13,19.9,2024-06-14T00:00:00,G3156P103,ASA Gold and Precious Metals Limited,2024-06-14T00:00:00,XASAX,Equity-Sector Equity,,333.715,,Semi-Annually,-0.01869,0.02,28,8,,,1,,383.869,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,-9.08,-8.76,12.63,13.33,20.51,22.25,,,17.13,632330,,,,,,,15.18685,-14.29008,0.71,0.83,0.65,2024-06-14T00:00:00,1958-09-23T00:00:00,9/23/1958,-355795200,2024-05-03T00:00:00
27,BCV,-13.28,7.17,8.27,0.32,1.94,11,Morningstar US CEF Convertibles,54,Gabelli Funds LLC,FALSE,15.47,-0.25,17.84,2024-06-14T00:00:00,59695106,Bancroft Fund,2024-06-14T00:00:00,XBCVX,Fixed Income - Taxable-Convertibles,22.13,90.835,,Quarterly,0.13616,0.32,25,1.8062,,,1.59,,134.525,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,-8.77,-12.53,3.69,3.88,0.42,0.02,,,4.23,196430,,,,,21.12,,15.83125,-14.75828,1.33,1.91,1.88,2024-06-14T00:00:00,1971-10-04T00:00:00,10/4/1971,55382400,2024-06-12T00:00:00
28,MCI,12.76,9.52,8.45,0.39,8.35,14,Morningstar US CEF High Yield,13,Barings LLC,FALSE,18.47,0.34,16.77,2023-12-29T00:00:00,06759X107,Barings Corporate Investors,2024-06-14T00:00:00,XMCIX,Fixed Income - Taxable-High Yield,11.29,374.916,,Quarterly,0.84821,0.39,25,7.782,,,1.65,,374.804,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,9.5,13.72,9.28,10.75,0,-3.77,,,33.82,402290,,,92.3472,,,,16.86879,0.93407,1.53,2.08,1.75,2024-06-14T00:00:00,1971-09-01T00:00:00,9/1/1971,52531200,2024-05-30T00:00:00
29,BGH,-8.88,7.98,8.76,0.1056,20.59,14,Morningstar US CEF High Yield,13,Barings LLC,FALSE,14.46,-0.11,15.87,2024-06-14T00:00:00,06760L100,Barings Global Short Duration High Yield,2024-06-14T00:00:00,XBGHX,Fixed Income - Taxable-High Yield,25.59,290.13,,Monthly,0.70211,0.1056,25,8.8787,,,3.95,,427.921,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,4.69,4.25,5.42,5.43,6.85,9.62,,,24.09,632760,,,97.4777,,,,13.52011,-10.37761,1,0.94,0.79,2024-06-14T00:00:00,2012-10-25T00:00:00,10/25/2012,1351123200,2024-05-21T00:00:00
30,MPV,8.24,9.57,8.84,0.36,8.49,14,Morningstar US CEF High Yield,13,Barings LLC,FALSE,16.29,1.11,15.41,2023-12-29T00:00:00,06761A103,Barings Participation Invs,2024-06-14T00:00:00,XMPVX,Fixed Income - Taxable-High Yield,11.89,173.039,,Quarterly,0.7852,0.36,10,7.7819,,,1.56,,181.441,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,9.75,12.19,9.67,6.57,0,0.61,,,36.56,219120,,,92.2129,,,,14.55691,-5.16762,1.9,2.67,2.6,2024-06-14T00:00:00,1988-10-06T00:00:00,10/6/1988,592099200,2024-05-30T00:00:00
31,BXSY,-35.13,5.09,7.85,0.25,31.64,26,Morningstar US CEF US Allocation,14,Bexil Corp,TRUE,12.74,-0.07,19.64,2024-06-14T00:00:00,25538A204,Bexil Investment Trust,2024-06-14T00:00:00,XBXIX,Hybrid-U.S. Allocation,8.92,163.319,,Quarterly,0.03656,0.25,15,8.159,,,2.13,,276.435,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,6.75,5.67,14.37,13.12,8.17,10.85,,,34.13,222570,,,,,2.7,,11.78261,-35.69003,0.32,0.97,0.76,2024-06-14T00:00:00,1998-06-29T00:00:00,6/29/1998,899078400,2024-06-17T00:00:00
32,BMN,-6.33,4.32,4.61,0.09375,5.23,21,Morningstar US CEF Municipal,15,BlackRock,FALSE,24.42,-0.06,26.07,2024-06-14T00:00:00,09262G108,BlackRock 2037 Municipal Target term,2024-06-14T00:00:00,XBMNX,Fixed Income - Municipal-Municipal,7.15,150.126,,Monthly,0.52392,0.09375,25,5.0616,,,0.72,,172.604,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,-0.16,4.1,,,1.78,272440,13.55,,102.5655,,6.61,6.13,23.96121,-6.30913,-0.01,0.06,0.69,2024-06-14T00:00:00,2022-10-28T00:00:00,10/28/2022,1666915200,2024-06-14T00:00:00
33,BFZ,-6.38,5.51,5.89,0.059,3.25,22,Morningstar US CEF Municipal-CA,15,BlackRock,FALSE,12.03,-0.01,12.85,2024-06-14T00:00:00,9.25E+105,BlackRock CA Municipal Income,2024-06-14T00:00:00,XBFZX,Fixed Income - Municipal-Municipal - CA,34.83,361.666,0.002,Monthly,0.20462,0.059,15,4.6519,,,2.95,,592.758,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-4.07,-3.74,0.11,1.48,-2.19,-1.88,,,4.82,722260,3.54,,103.5556,,12.42,,11.42089,-10.40311,2.15,2.59,2.91,2024-06-14T00:00:00,2001-07-27T00:00:00,7/27/2001,996192000,2024-06-14T00:00:00
34,BCAT,-7.7,19.54,21.17,0.28539,13.93,26,Morningstar US CEF US Allocation,15,BlackRock,TRUE,16.18,-0.55,17.53,2024-06-14T00:00:00,09260U109,BlackRock Capital Allocation Term Trust,2024-06-14T00:00:00,XCATX,Hybrid-U.S. Allocation,5.18,1738.732,,Monthly,0.25042,0.28539,20,,,,1.39,,1883.806,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,0.58,0.14,,,6.36,15.07,,,23.67,3123430,,,,,,,15.23653,-11.38778,1.84,0.6,1.2,2024-06-14T00:00:00,2020-09-28T00:00:00,9/28/2020,1601251200,2024-06-14T00:00:00
35,BHK,0.75,8.41,8.34,0.0746,4.04,15,Morningstar US CEF Investment Grade,15,BlackRock,TRUE,10.73,-0.13,10.65,2024-06-14T00:00:00,9.25E+104,BlackRock Core Bond,2024-06-14T00:00:00,XBHKX,Fixed Income - Taxable-Investment Grade,33.73,579.535,-0.051,Monthly,0.28706,0.0746,15,5.56,,,3.69,,868.022,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-5.91,-5.82,-0.03,1.97,-1.69,1.13,,,9.56,1678570,,,94.5567,,6.66,,10.43116,-1.18633,1.18,0.37,0.85,2024-06-14T00:00:00,2001-11-30T00:00:00,11/30/2001,1007078400,2024-06-14T00:00:00
36,HYT,0.94,9.78,9.69,0.0779,14.31,14,Morningstar US CEF High Yield,15,BlackRock,TRUE,9.65,-0.16,9.56,2024-06-14T00:00:00,09255P107,BlackRock Corporate High Yield Fund,2024-06-14T00:00:00,XHYTX,Fixed Income - Taxable-High Yield,30.41,1377.054,-0.113,Monthly,0.35334,0.0779,15,7.2604,,,3.35,,1960.239,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,1.39,2.28,5.25,8.56,2.53,7.12,,,25.44,4582980,,,98.1291,,,,9.2342,-2.35401,1.1,-0.3,0.48,2024-06-14T00:00:00,2003-05-30T00:00:00,5/30/2003,1054252800,2024-06-14T00:00:00
37,BTZ,-5.84,8.91,9.46,0.0839,9.99,15,Morningstar US CEF Investment Grade,15,BlackRock,TRUE,10.64,-0.18,11.3,2024-06-14T00:00:00,92508100,BlackRock Credit Allocation Income Trust,2024-06-14T00:00:00,XBTZX,Fixed Income - Taxable-Investment Grade,35.91,992.972,-0.119,Monthly,0.33741,0.0839,25,6.3239,,,3.97,,1645.425,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-2.19,-2.93,2.93,4.79,0.63,6.76,,,13.06,2809110,,,97.1335,,,,10.24393,-8.4465,1.3,1.06,0.71,2024-06-14T00:00:00,2006-12-27T00:00:00,12/27/2006,1167177600,2024-06-14T00:00:00
