,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
10,ADX,-0.1412,0.99,1.15,0.049999999999999996,12.59,10,Morningstar US CEF US Equity,3,Adams Diversified Equity Fund Inc,False,17.39,0.01,20.25,2023-08-04T00:00:00,006212104,Adams Diversified Equity Fund,2023-08-04,XADEX,Equity-U.S. Equity,0.0,2100.952,,Quarterly,0.109,0.049999999999999996,10.0,,,,0.54,,2446.479,True,True,True,False,False,False,,12.68,14.07,11.67,12.98,20.04,22.51,,,13.9,1991120,,,,,,,15.71222,-15.47794,2.21,3.05,2.55,2023-08-04T00:00:00,1929-10-01T00:00:00,10/1/1929,-1270252800,2023-05-17T00:00:00
11,PEO,-0.13970000000000002,1.53,1.77,0.09999999999999999,15.16,8,Morningstar US CEF Sector Equity,4,Adams Natural Resources Fund Inc,False,22.54,-0.1,26.2,2023-08-04T00:00:00,00548F105,Adams Natural Resources Fund,2023-08-04,XPEOX,Equity-Sector Equity,0.7000000000000001,564.252,,Quarterly,0.41148,0.09999999999999999,15.0,,,,0.56,,655.874,True,True,True,False,False,False,,34.55,33.17,7.72,9.22,3.23,5.09,,,15.11,655890,,,,,,,21.35174,-15.59848,1.05,1.97,2.19,2023-08-04T00:00:00,1929-01-30T00:00:00,1/30/1929,-1291334400,2023-05-17T00:00:00
12,AVK,-0.0676,11.19,12.0,0.1172,6.38,11,Morningstar US CEF Convertibles,57,Guggenheim Investments Asset Management,False,11.72,0.04,12.57,2023-08-04T00:00:00,00764C109,Advent Convertible &amp; Income Fund,2023-08-04,XAVKX,Fixed Income - Taxable-Convertibles,44.53,405.439,,Monthly,0.17222,0.1172,25.0,3.9919000000000002,,,3.54,,783.906,True,False,False,False,False,False,,5.17,7.42,4.77,6.33,11.75,17.57,,,-0.8,1082020,,,95.7734,,6.7,,11.89903,-5.80349,-0.3,0.28,-0.35000000000000003,2023-08-04T00:00:00,2003-04-29T00:00:00,4/29/2003,1051574400,2023-07-13T00:00:00
13,AWF,-0.0771,7.39,8.0,0.0655,6.03,14,Morningstar US CEF High Yield,5,AllianceBernstein L.P.,False,9.82,0.09,10.64,2023-08-04T00:00:00,01879R106,AllianceBernstein Global High Income,2023-08-04,XAWFX,Fixed Income - Taxable-High Yield,0.89,846.775,,Monthly,0.35788000000000003,0.0655,15.0,6.6074,,6.25,1.04,,925.745,True,True,False,False,False,False,,2.95,5.41,2.45,4.25,7.68,12.04,,,4.72,2019690,,,90.014,,,,9.78073,-7.51796,-0.1,-0.19,-0.47000000000000003,2023-08-04T00:00:00,1993-07-28T00:00:00,7/28/1993,743817600,2023-08-03T00:00:00
14,AFB,-0.1404,3.24,3.76,0.03266,-2.35,21,Morningstar US CEF Municipal,5,AllianceBernstein L.P.,False,10.41,0.07,12.11,2023-08-04T00:00:00,01864U106,AllianceBernstein National Mun Inc,2023-08-04,XAFBX,Fixed Income - Municipal-Municipal,40.0,299.235,,Monthly,0.20667,0.03266,15.0,4.7762,15.17,9.24,2.15,,580.188,True,False,False,True,False,False,,-3.09,-4.23,0.79,0.88,4.31,4.51,,,-6.16,850130,,8.08,99.0243,,12.6,7.76,10.73525,-12.42942,-0.74,0.02,-0.15,2023-08-04T00:00:00,2002-01-28T00:00:00,1/28/2002,1012176000,2023-08-03T00:00:00
15,NFJ,-0.1429,6.7,7.88,0.245,10.47,3,Morningstar US CEF Covered Call,107,"Virtus Investment Advisers, Inc.",True,12.43,-0.21,14.63,2023-08-03T00:00:00,92840R101,AllianzGI Div Interest &amp; Prem Common,2023-08-04,XNFJX,Equity-Covered-Call Funds,,1178.384,0.0,Quarterly,0.04293,0.245,25.0,,,,0.9600000000000001,,1386.947,False,True,False,False,True,False,,9.83,9.92,7.04,7.71,18.12,18.6,,,8.85,2243610,,,,,,,11.8459,-13.43334,-0.92,-0.26,-0.73,2023-08-04T00:00:00,2005-02-28T00:00:00,2/28/2005,1109548800,2023-06-09T00:00:00
16,EOD,-0.10039999999999999,8.79,9.86,0.10728,10.07,5,Morningstar US CEF Global Equity,6,Allspring Global Investments,False,4.35,-0.08,4.88,2023-08-03T00:00:00,94987C103,Allspring Global Dividend Opp Fd,2023-08-04,XEODX,Equity-Global Equity,18.36,188.229,,Quarterly,0.07594000000000001,0.10728,20.0,5.9641,,,1.8599999999999999,,258.662,True,False,False,False,False,False,,10.07,11.63,6.66,7.07,15.85,8.49,,,5.51,834630,,,,,,,4.55287,-3.63452,-1.22,0.9400000000000001,-0.55,2023-08-04T00:00:00,2007-03-28T00:00:00,3/28/2007,1175040000,2023-06-12T00:00:00
17,EAD,-0.1072,8.08,9.0,0.04776,3.79,14,Morningstar US CEF High Yield,6,Allspring Global Investments,False,6.37,-0.01,7.09,2023-08-03T00:00:00,94987B105,Allspring Inc Opp,2023-08-04,XEADX,Fixed Income - Taxable-High Yield,30.88,380.062,,Monthly,0.23964,0.04776,15.0,5.9787,,,2.74,,612.02,True,False,False,False,False,False,,2.79,4.62,3.86,4.96,7.53,6.33,,,-0.36,1607650,,,92.1934,,5.53,3.75,6.52123,-8.81672,-0.85,-0.12,-0.45,2023-08-04T00:00:00,2003-02-28T00:00:00,2/28/2003,1046390400,2023-07-13T00:00:00
18,ERC,-0.045700000000000005,7.93,8.24,0.06498999999999999,8.4,16,Morningstar US CEF Limited Duration,6,Allspring Global Investments,False,9.46,-0.01,9.84,2023-08-03T00:00:00,94987D101,Allspring Multi-Sec Inc,2023-08-04,XERCX,Fixed Income - Taxable-Limited Duration,30.11,265.507,,Monthly,0.32692,0.06498999999999999,20.0,5.3757,0.0,4.84,1.6400000000000001,,395.172,True,True,False,True,False,False,,2.16,4.17,2.75,4.1,9.71,3.65,,,6.44,687600,,,92.1136,,,,9.42637,-3.48769,-0.26,1.58,0.26,2023-08-04T00:00:00,2003-06-25T00:00:00,6/25/2003,1056499200,2023-07-13T00:00:00
19,ERH,-0.0843,7.65,8.4,0.06951,-7.35,26,Morningstar US CEF US Allocation,6,Allspring Global Investments,False,9.9278,-0.22,10.91,2023-08-03T00:00:00,94987E109,Allspring Util &amp; High In,2023-08-04,XERHX,Hybrid-U.S. Allocation,22.83,92.252,,Monthly,0.18968000000000002,0.06951,20.0,5.9938,,,1.25,,131.379,True,False,False,False,False,False,,4.28,-0.49,5.37,3.48,-2.26,-3.37,,,-10.66,174910,,,92.2052,,4.88,3.71,11.00579,-6.72715,-0.9500000000000001,0.44,-0.44,2023-08-04T00:00:00,2004-04-30T00:00:00,4/30/2004,1083283200,2023-07-13T00:00:00
20,FINS,-0.1525,8.28,9.69,0.095,-8.47,26,Morningstar US CEF US Allocation,9,Angel Oak,False,11.77,0.02,13.77,2023-08-03T00:00:00,03464A100,Angel Oak Financial Strats Income Term,2023-08-04,XFINX,Hybrid-U.S. Allocation,30.75,294.987,,Monthly,0.34201,0.095,20.0,5.834,,,3.63,,498.369,True,False,False,False,False,True,,-2.33,-1.72,,,-0.4,-2.31,,,-12.31,771030,,,88.9262,,5.07,,12.77951,-12.85766,-1.27,-1.18,-0.96,2023-08-04T00:00:00,2019-05-29T00:00:00,5/29/2019,1559088000,2023-07-14T00:00:00
21,AFT,-0.12240000000000001,10.11,11.48,0.126,10.36,19,Morningstar US CEF Senior Loans,10,"Apollo Credit Management, LLC",False,13.17,0.05,14.9503,2023-08-03T00:00:00,037636107,Apollo Senior Floating Rate Fund,2023-08-04,XAFTX,Fixed Income - Taxable-Senior Loans,35.79,205.104,,Monthly,0.62578,0.126,20.0,7.5899,,,3.87,,362.59,True,True,True,False,False,False,,7.09,9.44,3.74,3.95,10.62,13.43,,,9.58,583810,,,,,,,12.76901,-12.77981,0.32,2.19,0.51,2023-08-04T00:00:00,2011-02-23T00:00:00,2/23/2011,1298419200,2023-07-21T00:00:00
22,AIF,-0.12029999999999999,10.05,11.36,0.122,10.56,14,Morningstar US CEF High Yield,10,"Apollo Credit Management, LLC",False,12.89,0.04,14.5734,2023-08-03T00:00:00,037638103,Apollo Tactical Income Fund Inc.,2023-08-04,XAIFX,Fixed Income - Taxable-High Yield,36.43,186.441,,Monthly,0.68174,0.122,20.0,7.8774,,,4.0,,331.562,True,True,True,False,False,False,,6.8100000000000005,9.53,4.0,5.12,11.33,13.89,,,12.06,580490,,,81.9729,,,,12.46019,-12.59274,0.39,1.26,0.5700000000000001,2023-08-04T00:00:00,2013-02-25T00:00:00,2/25/2013,1361750400,2023-07-21T00:00:00
23,ARDC,-0.1,9.64,10.64,0.11249999999999999,7.77,19,Morningstar US CEF Senior Loans,11,Ares Capital Corp,False,12.69,0.03,14.0,2023-08-03T00:00:00,04014F102,Ares Dynamic Credit Allocation Fund,2023-08-04,XADCX,Fixed Income - Taxable-Senior Loans,34.33,290.791,,Monthly,0.63085,0.11249999999999999,20.0,7.8443000000000005,,,4.15,,488.497,True,True,True,False,False,False,,6.86,10.5,3.38,4.72,10.98,17.09,,,9.11,938110,,,,,40.42,,12.19294,-11.47046,0.92,1.52,1.08,2023-08-04T00:00:00,2012-11-27T00:00:00,11/27/2012,1353974400,2023-07-20T00:00:00
24,BANX,-0.2114,7.33,9.37,0.38999999999999996,9.2,8,Morningstar US CEF Sector Equity,12,"ArrowMark Asset Management, LLC",False,16.65,-0.1,21.29,2023-06-30T00:00:00,861780104,ArrowMark Financial Corp,2023-08-04,XBANX,Equity-Sector Equity,26.88,118.259,,Quarterly,0.99039,0.38999999999999996,25.0,13.0095,,,5.64,,206.815,True,False,False,False,False,True,,8.76,8.13,6.23,-1.09,6.29,2.0,,,0.67,168910,,,99.1441,,,,17.58385,-16.20207,-0.96,0.32,-0.61,2023-08-04T00:00:00,2013-11-07T00:00:00,11/7/2013,1383782400,2023-06-20T00:00:00
25,ASA,-0.1548,0.11,0.13,0.01,4.44,8,Morningstar US CEF Sector Equity,13,ASA,False,15.0,0.26,17.44,2023-08-03T00:00:00,G3156P103,ASA Gold and Precious Metals Limited,2023-08-04,XASAX,Equity-Sector Equity,,289.349,,Semi-Annually,-0.0373,0.01,28.0,,,,1.0,,336.416,False,True,False,False,False,False,,-11.24,-12.95,9.78,9.61,5.89,8.31,,,2.51,513670,,,,,,,14.89329,-14.58569,-0.7000000000000001,-1.28,-1.48,2023-08-04T00:00:00,1958-09-23T00:00:00,9/23/1958,-355795200,2023-05-05T00:00:00
26,BCV,-0.1413,6.39,7.41,0.32,0.58,11,Morningstar US CEF Convertibles,55,Gabelli Funds LLC,False,17.27,-0.2,20.03,2023-08-03T00:00:00,059695106,Bancroft Fund,2023-08-04,XBCVX,Fixed Income - Taxable-Convertibles,20.26,101.514,,Quarterly,-0.01977,0.32,25.0,1.8062,,,1.15,,147.648,True,False,False,False,False,False,,-1.18,-1.99,5.39,6.21,9.75,12.26,,,-0.12,155200,,,,,21.12,,17.52679,-13.22343,-0.52,0.44,-0.02,2023-08-04T00:00:00,1971-10-04T00:00:00,10/4/1971,55382400,2023-06-14T00:00:00
27,MCI,-0.0653,7.74,8.19,0.32,7.32,14,Morningstar US CEF High Yield,14,Barings LLC,False,15.63,1.55,16.85,2023-03-31T00:00:00,06759X107,Barings Corporate Investors,2023-08-04,XMCIX,Fixed Income - Taxable-High Yield,11.14,316.691,,Quarterly,0.61953,0.32,25.0,7.782,,,1.58,,376.926,True,True,True,False,False,False,,11.73,12.84,9.14,7.63,2.93,13.21,,,18.96,255620,,,92.3472,,,,14.05695,-14.39429,2.04,1.03,1.6099999999999999,2023-08-04T00:00:00,1971-09-01T00:00:00,9/1/1971,52531200,2023-05-30T00:00:00
28,BGH,-0.1106,8.54,9.61,0.1056,7.91,14,Morningstar US CEF High Yield,14,Barings LLC,False,13.19,0.04,14.83,2023-08-04T00:00:00,06760L100,Barings Global Short Duration High Yield,2023-08-04,XBGHX,Fixed Income - Taxable-High Yield,26.72,264.648,,Monthly,0.70606,0.1056,25.0,8.7778,,,2.6,,406.054,True,True,False,False,False,False,,9.29,10.78,2.13,2.74,9.7,11.59,,,9.62,666680,,,90.9763,,,,13.15761,-10.51166,-0.36,-0.71,-0.47000000000000003,2023-08-04T00:00:00,2012-10-25T00:00:00,10/25/2012,1351123200,2023-07-20T00:00:00
29,MPV,-0.1285,7.38,8.47,0.27999999999999997,7.59,14,Morningstar US CEF High Yield,14,Barings LLC,False,13.23,0.37,15.45,2023-03-31T00:00:00,06761A103,Barings Participation Invs,2023-08-04,XMPVX,Fixed Income - Taxable-High Yield,12.75,140.26,,Quarterly,0.57986,0.27999999999999997,10.0,7.7819,,,1.46,,184.328,True,True,True,False,False,False,,12.23,11.45,8.57,5.11,3.07,10.58,,,16.06,141920,,,92.2129,,,,12.59316,-15.74837,0.73,0.89,0.36,2023-08-04T00:00:00,1988-10-06T00:00:00,10/6/1988,592099200,2023-05-30T00:00:00
30,BMN,-0.0255,4.42,4.54,0.09375,,21,Morningstar US CEF Municipal,16,BlackRock,True,24.8,0.0,25.45,2023-08-04T00:00:00,09262G108,BlackRock 2037 Municipal Target term,2023-08-04,XBMNX,Fixed Income - Municipal-Municipal,,152.462,,Monthly,,0.09375,25.0,5.038,,,61.0,,156.458,False,True,True,False,True,True,,,,,,3.83,4.12,,,,0,7.21,,101.5027,,,7.01,,,,0.15,-0.07,2023-08-04T00:00:00,2022-10-28T00:00:00,10/28/2022,1666915200,2023-07-13T00:00:00
31,BFZ,-0.106,3.68,4.11,0.039,0.6900000000000001,22,Morningstar US CEF Municipal-CA,16,BlackRock,False,11.38,0.03,12.73,2023-08-04T00:00:00,09248E102,BlackRock CA Municipal Income,2023-08-04,XBFZX,Fixed Income - Municipal-Municipal - CA,34.73,346.77,0.002,Monthly,0.20381,0.039,15.0,4.3769,,,1.67,,594.347,True,True,True,False,False,False,,-2.98,-1.81,1.15,2.33,4.72,9.53,,,3.61,947080,0.09000000000000001,,101.2253,,13.17,,11.24086,-12.10676,0.67,-1.11,-0.02,2023-08-04T00:00:00,2001-07-27T00:00:00,7/27/2001,996192000,2023-07-13T00:00:00
32,BCAT,-0.1107,8.86,9.97,0.1275,5.66,26,Morningstar US CEF US Allocation,16,BlackRock,True,15.35,0.17,17.26,2023-08-04T00:00:00,09260U109,BlackRock Capital Allocation Term Trust,2023-08-04,XCATX,Hybrid-U.S. Allocation,5.2,1659.872,,Monthly,0.24337,0.1275,20.0,,,3.55,1.57,,1968.777,True,True,True,False,True,True,,,,,,9.1,17.43,,,10.4,3610510,,,,,,,14.72831,-14.30445,1.49,1.38,1.62,2023-08-04T00:00:00,2020-09-28T00:00:00,9/28/2020,1601251200,2023-07-13T00:00:00
33,BHK,-0.0084,8.37,8.44,0.0746,-4.98,15,Morningstar US CEF Investment Grade,16,BlackRock,False,10.61,0.19,10.7,2023-08-04T00:00:00,09249E101,BlackRock Core Bond,2023-08-04,XBHKX,Fixed Income - Taxable-Investment Grade,40.12,573.054,-0.051000000000000004,Monthly,0.29245,0.0746,15.0,4.9914000000000005,,,1.9500000000000002,,965.134,True,False,True,False,False,False,,-6.87,-6.08,1.15,3.2800000000000002,4.7,9.25,,,-4.42,1745490,,,93.7578,,,,10.8096,-3.12539,1.2,0.98,1.08,2023-08-04T00:00:00,2001-11-30T00:00:00,11/30/2001,1007078400,2023-07-13T00:00:00
34,HYT,-0.0321,10.01,10.34,0.0779,3.01,14,Morningstar US CEF High Yield,16,BlackRock,False,9.04,0.07,9.34,2023-08-04T00:00:00,09255P107,BlackRock Corporate High Yield Fund,2023-08-04,XHYTX,Fixed Income - Taxable-High Yield,28.41,1290.007,-0.113,Monthly,0.29054,0.0779,15.0,6.322,,,1.8900000000000001,,1861.817,True,True,True,False,False,False,,2.38,4.0,3.8200000000000003,5.97,8.46,10.5,,,0.25,5554980,,,92.5891,,,,8.89333,-5.96392,1.32,1.9100000000000001,1.97,2023-08-04T00:00:00,2003-05-30T00:00:00,5/30/2003,1054252800,2023-07-13T00:00:00
35,BTZ,-0.0924,9.03,9.95,0.0839,-0.04,15,Morningstar US CEF Investment Grade,16,BlackRock,False,10.12,0.11,11.15,2023-08-04T00:00:00,092508100,BlackRock Credit Allocation Income Trust,2023-08-04,XBTZX,Fixed Income - Taxable-Investment Grade,36.11,946.292,-0.11900000000000001,Monthly,0.35862,0.0839,25.0,,,18.53,1.79,,1631.928,True,False,False,False,False,False,,-2.8,-2.67,2.44,4.28,5.75,7.43,,,-3.25,2731110,,,96.1522,,,,10.42918,-8.26153,-0.52,-0.59,-0.44,2023-08-04T00:00:00,2006-12-27T00:00:00,12/27/2006,1167177600,2023-07-13T00:00:00
36,DSU,-0.0716,10.16,10.95,0.09104999999999999,10.85,19,Morningstar US CEF Senior Loans,16,BlackRock,False,9.98,0.05,10.75,2023-08-04T00:00:00,09255R202,BlackRock Debt Strategies,2023-08-04,XDSUX,Fixed Income - Taxable-Senior Loans,24.66,465.171,-0.17400000000000002,Monthly,0.41008,0.09104999999999999,10.0,8.0544,,,1.9,,665.061,True,True,True,False,False,False,,6.41,9.3,4.19,5.98,9.06,16.59,,,14.66,1395450,,,,,,,9.55123,-9.852920000000001,1.57,1.4,1.54,2023-08-04T00:00:00,1998-03-27T00:00:00,3/27/1998,890956800,2023-07-13T00:00:00
37,BGR,-0.1303,5.52,6.35,0.0657,14.41,8,Morningstar US CEF Sector Equity,16,BlackRock,True,12.42,-0.04,14.28,2023-08-04T00:00:00,09250U101,BlackRock Energy and Resources,2023-08-04,XBGRX,Equity-Sector Equity,0.02,348.415,,Monthly,0.22409,0.0657,25.0,,,,1.04,,400.676,True,True,False,False,True,False,,28.77,28.83,3.71,2.73,4.26,4.03,,,14.23,933370,,,,,,,12.17632,-11.66287,-1.11,-1.3,-1.25,2023-08-04T00:00:00,2004-12-23T00:00:00,12/23/2004,1103760000,2023-07-13T00:00:00
38,CII,-0.0393,6.18,6.43,0.09949999999999999,10.79,3,Morningstar US CEF Covered Call,16,BlackRock,True,18.57,-0.02,19.33,2023-08-04T00:00:00,09256A109,BlackRock Enhanced Capital and Income,2023-08-04,XCIIX,Equity-Covered-Call Funds,0.1,819.533,,Monthly,0.03252,0.09949999999999999,20.0,,,,0.89,,853.074,True,True,False,False,True,False,,13.29,17.14,9.5,10.38,15.78,15.88,,,11.62,850310,,,,,,,18.00623,-3.02053,-0.54,-0.41000000000000003,-0.72,2023-08-04T00:00:00,2004-04-27T00:00:00,4/27/2004,1083024000,2023-07-13T00:00:00
39,BDJ,-0.0723,7.62,8.21,0.0562,7.11,3,Morningstar US CEF Covered Call,16,BlackRock,True,8.21,0.0,8.85,2023-08-04T00:00:00,09251A104,BlackRock Enhanced Dividend Achievers,2023-08-04,XBDJX,Equity-Covered-Call Funds,0.27,1530.476,,Monthly,0.07768,0.0562,15.0,,,,0.8400000000000001,,1649.782,True,False,False,False,True,False,,12.35,14.54,6.5,6.82,7.21,-2.74,,,-1.17,4298910,,,,,,,8.73598,-1.92144,-1.87,-1.6099999999999999,-1.34,2023-08-04T00:00:00,2005-08-26T00:00:00,8/26/2005,1125014400,2023-07-13T00:00:00
